video,numFrame,seconds,fps,rfps,subset,featureFrame
v_Pi79Fa4YwDk,1155,77.11,15.0,14.83595,training,1144
v_JjRSGzdwtc0,3753,156.48,24.0,23.92638,training,3744
v_QakbOSMJ0AA,4452,148.66,29.9,29.86681,training,4440
v_Ncfysce-svA,1044,34.95,29.9,29.52790,training,1032
v_KoeytdNfQ_M,2205,73.68,29.9,29.75027,training,2192
v_eaR8oEBlYWk,3347,133.98,25.0,24.89924,training,3336
v_4innF37ifyY,477,19.97,23.9,23.23485,training,464
v_p4cQt5On74M,2756,92.07,29.9,29.80341,training,2744
v_JvP1O8ZIL3A,6845,228.49,30.0,29.90065,training,6832
v_KSu59HUet3E,3816,152.83,25.0,24.86423,training,3800
v_Eq0Ibnq9sYA,1175,39.27,29.9,29.53909,training,1160
v_2VYZeOa6804,5699,190.29,29.9,29.89122,training,5688
v_2SnFlGUHKnc,2487,83.03,30.0,29.77237,training,2472
v_mTDRTiTnsjQ,1013,33.85,29.9,29.54210,training,1000
v_oj6czGQ830c,5562,222.73,25.0,24.92704,training,5552
v_XNTy5ZTMqVU,4003,133.66,29.9,29.86683,training,3992
v_QtCNHRtycmg,2658,110.97,24.0,23.86231,training,2648
v_EE2nFMHRacg,4085,136.42,29.9,29.84900,training,4072
v_OM0jqPYx700,899,30.09,29.9,29.51147,training,888
v_UlddctIswqo,4765,159.15,29.9,29.85862,training,4752
v_5gaobaT6K1A,1647,66.04,24.9,24.71230,training,1632
v_mrqSaH_FIcs,6966,232.29,30.0,29.92811,training,6952
v_s24-UW2mnjM,5389,215.74,25.0,24.91888,training,5376
v_xPnNcv7ErXk,581,19.48,29.8,29.15811,training,568
v_l9XzNcLiMKc,6880,229.69,30.0,29.88376,training,6864
v_xI4LLnFt6Io,5513,184.04,30.0,29.90654,training,5504
v_SIHG_BRgn2E,2813,187.71,15.0,14.91663,training,2800
v_xT7eQmyr1-Y,6445,215.04,30.0,29.91071,training,6432
v_kH50-giCeDM,899,30.09,29.9,29.51147,training,888
v_tSR4Pj_muN0,1147,47.97,23.9,23.68147,training,1136
v_AOBkrb8yYS4,2699,113.13,23.9,23.76028,training,2688
v_CiryRTSYkC4,5159,172.22,30.0,29.86877,training,5144
v__5VJcnrEgbg,1677,67.32,24.9,24.71777,training,1664
v_jIsGq431gBs,5763,230.67,25.0,24.93606,training,5752
v_NW42KGlKi_c,1822,60.88,29.9,29.69777,training,1808
v_mJQS2T-IVWc,3646,146.01,25.0,24.87501,training,3632
v_MOH9q_3Z9zg,4636,154.69,30.0,29.89204,training,4624
v_tu6EkaMa9c8,4356,174.50,25.0,24.89398,training,4344
v__Rcb5kuhn90,841,33.85,24.8,24.57903,training,832
v_oZjx7F1doGs,4337,144.66,30.0,29.91843,training,4328
v_BJWL_X79HRc,5119,170.90,30.0,29.86542,training,5104
v_W5cGKWhOTOU,1689,67.71,24.9,24.81170,training,1680
v_rHD_vDxPpDA,3940,131.43,30.0,29.88663,training,3928
v_dh4bxvmrCNs,2038,85.01,24.0,23.80896,training,2024
v_sYAAXumvtck,3368,112.48,29.9,29.80085,training,3352
v_MMnTMB6AmuU,4482,179.44,25.0,24.92198,training,4472
v_qPZBSTNEl78,926,31.09,29.8,29.33419,training,912
v_Ox51OBhM5Ak,960,32.16,29.9,29.35323,training,944
v_qwBFQf5STBA,5734,229.46,25.0,24.92809,training,5720
v_hog7gGdk4i4,389,13.07,29.8,28.76817,training,376
v_MHAS5TK2eW0,2119,70.80,29.9,29.71751,training,2104
v_zPZGjZES31A,3319,110.74,30.0,29.83565,training,3304
v_QQQ7jSVSG3A,6274,209.44,30.0,29.90833,training,6264
v_KfP205pf7PU,3086,103.05,29.9,29.81077,training,3072
v_ac1M42uRXS8,3538,141.74,25.0,24.89064,training,3528
v_hZD-CjWt0Rg,5002,167.09,29.9,29.87611,training,4992
v_h-lKlgls9OI,1491,49.83,29.9,29.70098,training,1480
v_D2IDRG8_6To,6380,212.97,30.0,29.90093,training,6368
v_jsu65VwKf74,3647,145.98,25.0,24.88012,training,3632
v_uiCkFmebAZs,5890,235.73,25.0,24.94379,training,5880
v__il2j9UtSe4,261,8.82,29.6,28.11791,training,248
v_uavot-yVwhg,2936,98.06,29.9,29.77769,training,2920
v_gMwjhe0Njkc,4037,134.70,30.0,29.87379,training,4024
v_1sA-lEbrgak,1751,70.17,25.0,24.73992,training,1736
v_0ivHmKR8cUw,2759,92.23,29.9,29.75171,training,2744
v_I58i4uJkHJ0,3966,158.73,25.0,24.89762,training,3952
v_beASFdYJFUU,10409,173.66,59.9,59.88714,training,10400
v_HafSt7EDin0,5353,178.75,29.9,29.89650,training,5344
v_FMmrxy3OanA,5116,213.28,24.0,23.93098,training,5104
v_dSHw52PBi5I,4461,148.79,30.0,29.89448,training,4448
v_K-PpTJmmjhA,4998,208.56,24.0,23.89720,training,4984
v_oKaNlV45bB8,2858,95.53,29.9,29.81262,training,2848
v_kRMskyrrRcA,1469,49.09,29.9,29.65981,training,1456
v_j0FMv4RDpEk,2926,195.23,15.0,14.91574,training,2912
v_hgzyQ_jHeJc,3573,143.06,25.0,24.88466,training,3560
v_BN3ejP3RbkQ,1661,55.47,29.9,29.70975,training,1648
v_ycBFz2RdgoY,5951,198.76,29.9,29.86516,training,5936
v_ze6Bu0bcNbg,6998,233.59,30.0,29.89854,training,6984
v_QXZkejzunpk,2134,71.33,29.9,29.72102,training,2120
v_rxEQaswh_Uo,1785,59.65,29.9,29.77368,training,1776
v_x3cOxXOYbwA,1106,37.04,29.9,29.58963,training,1096
v_Hj_YKQiU-8Y,3641,121.79,29.9,29.82182,training,3632
v_42i3phJnY4M,1550,51.80,29.9,29.65251,training,1536
v_x4DuEusRR7Q,476,31.74,15.0,14.61878,training,464
v_8vcO5DRxP6c,6091,203.17,30.0,29.92568,training,6080
v_WKLLTGbDI7w,2377,79.44,29.9,29.80866,training,2368
v_huv327wdIU8,3399,115.13,29.5,29.39286,training,3384
v_sZbkKa2iKrM,1496,59.95,25.0,24.68724,training,1480
v_q0buJ1CKj-Y,1454,48.58,29.9,29.64183,training,1440
v_tD-wp39rjnE,843,33.81,24.9,24.60810,training,832
v_ESgcgoYgg0o,4332,173.41,25.0,24.91206,training,4320
v_akMN3uX51Ws,2780,92.80,30.0,29.82759,training,2768
v_Ycf5NG0xedg,7113,237.26,30.0,29.94184,training,7104
v_hQIwXufRVGY,1703,56.87,29.9,29.68173,training,1688
v_KAbo60mowhw,6586,219.87,30.0,29.90858,training,6576
v_c-3ed17J3F8,5595,224.00,25.0,24.92857,training,5584
v_RDC4sqe8xVk,11539,192.59,59.9,59.85773,training,11528
v_e0-lO2jb8vo,5654,188.76,30.0,29.87921,training,5640
v_2hgXJR5QdkU,5903,197.07,30.0,29.87771,training,5888
v_5qBzjfW-sMs,314,12.70,24.7,23.93701,training,304
v_k7nuduqYOdQ,11721,195.63,59.9,59.86812,training,11712
v_MldEr60j33M,771,25.87,29.8,29.37766,training,760
v_yiFKPKXevOU,1473,49.25,29.9,29.72589,training,1464
v_SO67XxdevPw,1920,64.18,29.9,29.66656,training,1904
v_Tovbyt_ZiIc,6095,203.45,30.0,29.88449,training,6080
v_Ok_Tjkob8IA,5899,197.07,29.9,29.87771,training,5888
v_GwJ9DmiW8dk,2906,97.06,29.9,29.83721,training,2896
v_R7QwxoVTtE0,2167,72.77,29.8,29.57263,training,2152
v_S2V2TgLAMKg,598,40.06,14.9,14.57813,training,584
v_knHJztfWFrA,4996,166.63,30.0,29.91058,training,4984
v_hP8wUI0qdaQ,4853,162.05,29.9,29.86732,training,4840
v_AEer099-yUM,1407,47.14,29.8,29.52906,training,1392
v_8QbHeaXOJOA,6305,210.56,29.9,29.90122,training,6296
v_LQW4hk1FLgw,2356,39.34,59.9,59.58312,training,2344
v_TvNNx-ZFfDA,6848,228.58,30.0,29.88888,training,6832
v_8eMjzrhxv2U,2288,76.35,30.0,29.75769,training,2272
v_oRR1nIUPbjo,6089,203.21,30.0,29.91979,training,6080
v_RfsugL4sLso,3223,107.74,29.9,29.77539,training,3208
v_7lv1VOxIng4,7010,233.80,30.0,29.94012,training,7000
v_6sorAV7KJxA,6028,201.22,30.0,29.89762,training,6016
v_MWn4qozlaMs,1027,41.22,24.9,24.64823,training,1016
v_2gc5VDx2xY8,571,19.27,29.6,29.06072,training,560
v_6QImnhUemH0,1862,62.16,30.0,29.72973,training,1848
v_4rmo35vpG00,1810,60.49,29.9,29.75698,training,1800
v_FjY3eKNvzug,4077,163.24,25.0,24.89586,training,4064
v_3cjtV-ldvto,5088,212.14,24.0,23.90874,training,5072
v_04LdesS7Pxk,5546,185.13,30.0,29.90331,training,5536
v_Q5qIsUsM_-A,1242,49.81,24.9,24.73399,training,1232
v_fsz79uPkUSs,5972,199.18,30.0,29.92268,training,5960
v_mbGDPga031E,2251,187.73,12.0,11.93203,training,2240
v_rdszlTqxBXs,237,15.93,14.9,14.06152,training,224
v_Damu3T2Yy0M,2967,99.08,29.9,29.79411,training,2952
v_QEdbqJijx1w,2285,76.25,30.0,29.79672,training,2272
v_Q2OOxx3RWhY,2849,209.84,13.6,13.53412,training,2840
v_XToVLTbQEm4,4381,182.65,24.0,23.91459,training,4368
v_K-pwTH9ubkE,3757,150.37,25.0,24.89858,training,3744
v_CZp3ZPTQrds,3046,121.98,25.0,24.85653,training,3032
v_ZQs0S7WwYiM,4775,159.34,30.0,29.87323,training,4760
v_evXdygHVzNc,1989,79.81,24.9,24.75880,training,1976
v_Y6rHCVo28kM,4319,144.22,29.9,29.84329,training,4304
v_gGYje5UGLdY,7163,238.96,30.0,29.92970,training,7152
v_9-hrNWXnuY8,5149,171.78,30.0,29.89871,training,5136
v_cNCrFL2l83o,3718,148.86,25.0,24.88244,training,3704
v_NM4nBojCSwQ,2244,74.93,29.9,29.78780,training,2232
v_ggw-70xi0dA,225,7.59,29.6,28.45850,training,216
v_LFeoVokXAFY,1457,58.42,24.9,24.78603,training,1448
v_8wDm37sdBCI,614,20.60,29.8,29.12621,training,600
v_LrwBGQ9B0Vg,3125,104.37,29.9,29.81700,training,3112
v_xgIxKDm9M38,7947,265.06,30.0,29.94039,training,7936
v_6VNFwlzQiuc,6573,219.45,30.0,29.89291,training,6560
v_pMCPCsvxRBw,3341,55.75,59.9,59.69507,training,3328
v_KKbfCtmIE0o,3671,122.58,29.9,29.82542,training,3656
v_ryZuSiZNN2o,2398,80.11,29.9,29.75908,training,2384
v_BUhpWV98EjM,3359,112.18,29.9,29.80924,training,3344
v_GgfyTMpHfnI,6428,214.60,30.0,29.89748,training,6416
v_POhazPPwHhQ,3869,154.85,25.0,24.90152,training,3856
v_XGj9lakgSic,3852,128.57,30.0,29.86700,training,3840
v_-3Ss9jSRbKk,2025,67.66,29.9,29.79604,training,2016
v_AS1nLh3xfxI,750,31.39,23.9,23.44696,training,736
v_ru4NMIVZqrg,5605,187.22,29.9,29.86860,training,5592
v_N7z9_g196z0,5607,187.25,29.9,29.86382,training,5592
v_zQ4HbFGX7t0,1766,59.03,29.9,29.67982,training,1752
v_tjDOXnDswdA,1346,45.00,29.9,29.68889,training,1336
v_zJquKzopJuI,482,32.25,14.9,14.63566,training,472
v_NzRNlTfyYtI,1805,75.37,23.9,23.77604,training,1792
v_j4YrzUjxAp8,958,38.48,24.9,24.53222,training,944
v_HD4aY4ATCFY,3826,159.57,24.0,23.91427,training,3816
v_57J-q04z1Hs,663,22.20,29.9,29.18919,training,648
v_R4yz8nXO5hI,2926,97.64,30.0,29.82384,training,2912
v_nuqxJvTbG9w,917,30.65,29.9,29.49429,training,904
v_hrpRVbLRoJ4,6087,203.20,30.0,29.88189,training,6072
v_55sP2yXNFxY,5956,199.18,29.9,29.84235,training,5944
v_zQFC5vNZ_Qs,932,31.16,29.9,29.52503,training,920
v__f0S0vQZ9JM,3577,149.31,24.0,23.89659,training,3568
v_AH-3mF6wWhU,3662,122.30,29.9,29.82829,training,3648
v_Kz6I9Zx5E_0,5318,177.54,30.0,29.87496,training,5304
v_VmD2k_dtddc,2421,80.88,29.9,29.77250,training,2408
v_FaKQvJBhMPg,2131,89.09,23.9,23.79616,training,2120
v_COx5Bf0PsQs,2152,71.89,29.9,29.71206,training,2136
v_PZ4miMXdjHE,2354,78.62,29.9,29.81430,training,2344
v_G5mKcPzVMG4,1754,73.26,23.9,23.80562,training,1744
v_m5T_w1mhWgY,6356,212.14,30.0,29.90478,training,6344
v_9peoWGfb9jc,3787,75.81,50.0,49.80873,training,3776
v_zKYqEsVfEnU,3672,122.63,29.9,29.81326,training,3656
v_ceDvPX6hP_U,3414,142.38,24.0,23.87976,training,3400
v_N_o9Qp0FLVY,1677,56.05,29.9,29.68778,training,1664
v_Z8QrA66UVzI,5210,173.94,30.0,29.89537,training,5200
v_aGu-FfGDdVI,5933,197.90,30.0,29.91410,training,5920
v__Yt94ffXcCE,2415,80.60,30.0,29.77667,training,2400
v_TnOdqLQPQA4,1483,99.01,15.0,14.86719,training,1472
v_VNMj5YKHEsY,5692,190.01,30.0,29.89316,training,5680
v_T8P52q1gCNA,2472,99.06,25.0,24.79305,training,2456
v_k2U1lOpLqdk,3382,112.97,29.9,29.81322,training,3368
v_Vc4NSwtI5jM,719,30.12,23.9,23.37317,training,704
v_bNwrAuu0qiQ,5141,171.50,30.0,29.90087,training,5128
v_uavao6fYoMM,4597,184.02,25.0,24.91034,training,4584
v_VRS48f5tj_c,4774,191.08,25.0,24.91103,training,4760
v_hjtGItcwkQA,2353,78.65,29.9,29.80292,training,2344
v_2cUJTeArPsI,432,14.54,29.7,28.61073,training,416
v_b-ex8bAnl5U,5108,204.43,25.0,24.92785,training,5096
v_GHmxFOXP1Q0,1791,59.82,29.9,29.68907,training,1776
v_yo3s6V19YtQ,5542,185.04,30.0,29.87462,training,5528
v_xq7Gr0FUwpo,6685,223.19,30.0,29.89381,training,6672
v_PzERiygIpkg,2162,72.24,29.9,29.78959,training,2152
v_kRBqJhxfWHc,2394,80.02,29.9,29.79255,training,2384
v_UU8a7vp6tgY,1013,33.92,29.9,29.48113,training,1000
v_jMQgOcM9vZA,4462,149.00,29.9,29.85235,training,4448
v_RW7LEc-Ykh8,1510,50.50,29.9,29.62376,training,1496
v_vRf9sof3dwU,1897,63.41,29.9,29.77448,training,1888
v_M_hfBH8xEig,1936,64.72,29.9,29.66625,training,1920
v_oXFKaTlg3p0,4874,162.73,30.0,29.89000,training,4864
v__ucD-3rUWWE,3228,107.81,29.9,29.83026,training,3216
v_yDWOqabreoU,1904,63.58,29.9,29.69487,training,1888
v_0_IShglbOQ4,2360,78.76,30.0,29.76130,training,2344
v_LlgGMRw16UY,5470,182.49,30.0,29.89753,training,5456
v_ZjuM-Xv_jqY,2411,100.59,24.0,23.85923,training,2400
v_N6HUPyM5m2o,258,8.71,29.6,28.47302,training,248
v_dot-t-Nen_k,3187,106.44,29.9,29.83841,training,3176
v_Yxsw5nTf4Dg,4746,95.02,49.9,49.84214,training,4736
v_ez9uLqGV7AA,4636,154.90,29.9,29.85152,training,4624
v_G4tUTpJV-so,1739,69.66,25.0,24.80620,training,1728
v_50MmJszF2XM,4491,149.98,29.9,29.87065,training,4480
v_hj88A5tvA0Y,5767,192.52,30.0,29.87742,training,5752
v_3ddoLUFrGsE,3015,120.74,25.0,24.84678,training,3000
v_wV2c3sdctbs,1516,50.67,29.9,29.68226,training,1504
v_EbqurNRxneE,1026,34.32,29.9,29.60373,training,1016
v_VpfLfFtu0d8,4105,171.36,24.0,23.90289,training,4096
v_VGVIaQuhdcI,917,65.71,14.0,13.75742,training,904
v_qBvQjv1XyfQ,2307,77.00,30.0,29.81818,training,2296
v_68oJj9QktGg,5447,181.84,30.0,29.87242,training,5432
v_pOO6H6d5SXI,4377,146.05,30.0,29.90757,training,4368
v_Q7R3ajucvyE,7141,239.31,29.8,29.78563,training,7128
v_KaicDn9WDUo,12268,204.75,59.9,59.85836,training,12256
v_vLJz4a4NvRI,3134,104.70,29.9,29.79943,training,3120
v_I-C_fOUaknA,566,18.95,29.9,29.12929,training,552
v_i3H8cucgXEc,5643,112.97,50.0,49.85394,training,5632
v_vWsPUB8dQMU,2678,178.72,15.0,14.90600,training,2664
v_Lo0EQXmaeXM,2363,78.90,29.9,29.80989,training,2352
v_huKjjvCG0EE,3129,130.61,24.0,23.88791,training,3120
v_Ckkf840HZE4,5286,220.36,24.0,23.92449,training,5272
v_jzGsvw5Douk,4655,194.35,24.0,23.87445,training,4640
v_fL8Gzk7ALxQ,3077,123.18,25.0,24.87417,training,3064
v_5fgJ5vWTcSQ,4499,180.09,25.0,24.92087,training,4488
v_2yjRePOzYq4,1068,44.77,23.9,23.58722,training,1056
v_o1R8glzh0As,6830,227.88,30.0,29.91048,training,6816
v_HdgVytIzu4s,4565,152.25,30.0,29.89819,training,4552
v_CpxGRgJgRPA,5570,185.76,30.0,29.93109,training,5560
v_USCVBB97pOc,4347,145.15,29.9,29.87255,training,4336
v_cC3dwwPPHKE,2287,91.63,25.0,24.79537,training,2272
v_yuxoNmlNcc8,4398,146.84,30.0,29.85563,training,4384
v_fMRgMeDs9Ck,1543,51.67,29.9,29.57229,training,1528
v_2CfCDcCuOO4,2178,91.00,23.9,23.82418,training,2168
v_kDz85hnSKdo,929,31.07,29.9,29.61056,training,920
v_G0vkQmcalvk,1313,43.86,29.9,29.73096,training,1304
v_HM3Rd5ZcME8,13520,225.72,59.9,59.82633,training,13504
v_BTG82umu8Ug,761,25.47,29.9,29.52493,training,752
v_Y34oqcxYmWc,6578,219.57,30.0,29.91301,training,6568
v_5c1zqvr3yKM,2005,80.32,25.0,24.80080,training,1992
v_qoSn8oUMBSE,5151,171.99,29.9,29.86220,training,5136
v_XtqTatsTGNY,3195,106.67,30.0,29.84907,training,3184
v_l_Y_Xns6SpE,1638,54.68,30.0,29.70007,training,1624
v_AUwam1VhQm0,2621,87.59,29.9,29.77509,training,2608
v_8bX1g0mefzM,4208,140.50,30.0,29.83630,training,4192
v_02V8Hz-M6BM,1380,55.43,24.9,24.67978,training,1368
v_jml_hnhjltg,3872,129.24,30.0,29.83596,training,3856
v_YCHmXwLhs3A,5123,213.76,24.0,23.91467,training,5112
v_Zk4Ewz3v6aQ,3718,124.20,29.9,29.82287,training,3704
v_LxntXVcMxtc,949,38.08,24.9,24.57983,training,936
v_kO_4QDNExkY,1071,70.36,15.2,15.00853,training,1056
v_2jHMUtvWP_0,696,23.36,29.8,29.10959,training,680
v_sO7ZGxFwbm8,7002,233.83,29.9,29.90207,training,6992
v_tEAEFVJGGG0,4418,147.40,30.0,29.90502,training,4408
v_9A0BwCxAKAg,6918,230.95,30.0,29.89392,training,6904
v_g-l5CI29DPQ,3432,114.55,30.0,29.82104,training,3416
v_2pJTak2Qz8Q,7120,237.66,30.0,29.89144,training,7104
v_H306mUUJ5BE,5344,213.90,25.0,24.90884,training,5328
v_ojVY8I3GPa4,4974,166.02,30.0,29.87592,training,4960
v_r_n1PfHvKI4,4227,176.47,24.0,23.89075,training,4216
v_AuVL_nkYXw0,6788,227.00,29.9,29.85022,training,6776
v_TDwSu2nfSXw,3393,113.31,29.9,29.86497,training,3384
v_brrf2inGs7E,394,27.45,14.4,13.98907,training,384
v_4_3m_-SGzXw,4192,167.81,25.0,24.88529,training,4176
v_fqoEZaCd7hU,2389,79.83,29.9,29.76325,training,2376
v_x8yuq2i72eo,82,8.48,9.7,8.49057,training,72
v_16g-sBraeKE,5397,225.23,24.0,23.90445,training,5384
v_ZdgWC6Jk2Nk,1425,47.65,29.9,29.71668,training,1416
v_feYYvRmqCgI,989,33.13,29.9,29.45970,training,976
v_sY7m7E-sAYc,4083,136.37,29.9,29.85994,training,4072
v_oijpI0s_R04,5097,170.30,29.9,29.87669,training,5088
v_b7fs8OAJzQk,938,31.39,29.9,29.56356,training,928
v_Oyi0X-rwUg8,138,4.83,28.6,26.50104,training,128
v_iCveBOc8JzM,333,11.19,29.8,28.59696,training,320
v_D9DdNf-TIO8,1895,63.37,29.9,29.66703,training,1880
v_K0e_DdvGP54,744,24.98,29.8,29.14331,training,728
v_aj1ole7T9hc,900,30.14,29.9,29.46251,training,888
v_rDWa3Z2IaIw,6643,221.75,30.0,29.90755,training,6632
v_rHWOESWciSc,571,38.20,14.9,14.65969,training,560
v_QTfz_zprGcQ,4352,181.60,24.0,23.87665,training,4336
v_jOUwMAGYImE,4469,149.10,30.0,29.88598,training,4456
v_AYhduTuI_zM,5729,229.30,25.0,24.94549,training,5720
v_jPLJAYnjsBw,6054,202.08,30.0,29.88915,training,6040
v_uu4_cV49pMI,454,18.25,24.9,24.10959,training,440
v_LI3wIHFQkAk,2014,67.29,29.9,29.72210,training,2000
v_oY1y_UONCGg,4833,161.36,30.0,29.89588,training,4824
v_IeMeu-7QihI,2285,76.32,29.9,29.76939,training,2272
v_rZ8tVgFyY84,3767,150.81,25.0,24.87899,training,3752
v_IWuiVS3-Z7k,3595,119.93,30.0,29.88410,training,3584
v_fllAtkXf7pw,1086,36.43,29.8,29.42630,training,1072
v_zwQYVBQnn4o,4053,162.22,25.0,24.90445,training,4040
v_YED3l3gkrk4,3996,159.94,25.0,24.90934,training,3984
v_MleVjHU-wI8,6959,232.32,30.0,29.88981,training,6944
v_r0685Fhcfjs,1917,64.06,29.9,29.72214,training,1904
v_BbeZ2t__2iA,279,9.43,29.6,27.99576,training,264
v_Q0UzDeDra3U,5397,180.16,30.0,29.88455,training,5384
v_YdfWewUrcTw,11177,186.55,59.9,59.86599,training,11168
v_BH9zsAu6OMQ,3399,136.07,25.0,24.86955,training,3384
v_2RpAv3irv1c,4835,161.43,30.0,29.88292,training,4824
v_Mu8-AwcMqaw,4381,146.31,29.9,29.85442,training,4368
v_An_CpsJkJMM,837,28.03,29.9,29.39707,training,824
v_0e7-mNDgIXw,4883,195.42,25.0,24.93092,training,4872
v_nn__PD7zCcs,1029,41.33,24.9,24.58263,training,1016
v_nOxKfRwdf2w,6831,228.07,30.0,29.88556,training,6816
v_dKwPfFN7DpM,2710,90.51,29.9,29.78676,training,2696
v_Jy9kiITFsjI,2658,88.77,29.9,29.82990,training,2648
v_VToS7Ma-V4g,1228,49.23,24.9,24.70039,training,1216
v_sS1Zh8mqMOE,3236,108.11,29.9,29.82148,training,3224
v_6-P9SRNbwac,2902,116.22,25.0,24.84942,training,2888
v_0p3JN4KJsUs,2913,97.32,29.9,29.83970,training,2904
v_tCkHrK6mRME,3097,124.11,25.0,24.88115,training,3088
v_tGuPkIKGIK4,2825,94.34,29.9,29.84948,training,2816
v_19fGZFUE7yE,3362,112.18,30.0,29.88055,training,3352
v_eg3oZ4XCEKk,5539,184.72,30.0,29.92638,training,5528
v_NVNUT5iwLtw,2530,101.43,24.9,24.84472,training,2520
v_bghOBRA0z-Y,6125,204.29,30.0,29.91825,training,6112
v_VEwZJ-5u_Xs,4596,153.30,30.0,29.90215,training,4584
v_08ItAtlb60Q,1919,80.18,23.9,23.74657,training,1904
v_9LraB2HBC0g,5511,184.02,29.9,29.86632,training,5496
v_3kcGcDv0NOw,2205,73.65,29.9,29.76239,training,2192
v_JZDTcGPKw2w,5850,195.33,29.9,29.89812,training,5840
v__IlyE43ZUH8,6900,230.34,30.0,29.90362,training,6888
v_leJM3mgm_gU,103,3.60,28.6,24.44444,training,88
v_JJ0jtr07EGE,2435,81.36,29.9,29.79351,training,2424
v_zjbxaEVgzyE,1533,51.22,29.9,29.67591,training,1520
v_d6uMS_ZgMg4,2651,110.67,24.0,23.85470,training,2640
v_3C00m8lkJi0,1297,54.24,23.9,23.74631,training,1288
v_vlBzrnOuW9U,852,28.49,29.9,29.48403,training,840
v_nDG3MsnLE20,1817,60.72,29.9,29.77602,training,1808
v_KcSo4p-hhBs,2711,90.63,29.9,29.74732,training,2696
v_f9Bo4yVcnDE,1944,129.85,15.0,14.84790,training,1928
v_dFSGN8U8EnA,2546,106.42,23.9,23.83011,training,2536
v_qpVPY6w9Fp0,7019,234.34,30.0,29.90527,training,7008
v_B39pJK4FU1o,1324,44.24,29.9,29.65642,training,1312
v_bd3Df5_QMNw,1450,60.51,24.0,23.79772,training,1440
v_Hc7A90HiA28,4408,147.19,29.9,29.83898,training,4392
v_f4k-dKaEZog,178,9.03,19.7,18.60465,training,168
v_HWymkBdgm1M,3595,143.96,25.0,24.89580,training,3584
v_Kdf1HhynNx8,3477,204.64,17.0,16.92729,training,3464
v_rbnlUn4UNSk,5979,199.62,30.0,29.89680,training,5968
v_i1s-HuRTr5k,4129,165.79,24.9,24.85071,training,4120
v_lx5Yfoj7Gk8,1217,101.57,12.0,11.89328,training,1208
v_UOF3w4T-bBE,484,32.39,14.9,14.57240,training,472
v_FoPNGc6Lg8k,3609,144.45,25.0,24.92212,training,3600
v_i9Yxt2k2aWg,847,35.43,23.9,23.48292,training,832
v_cvuSpqwxRYE,1259,50.50,24.9,24.71287,training,1248
v_cdiazgshHuc,1557,52.01,29.9,29.68660,training,1544
v_YJxqF6aSs7s,4405,147.12,29.9,29.85318,training,4392
v_jQgAdClKvDE,5810,193.96,30.0,29.90307,training,5800
v_56McYSkE4uQ,730,49.09,14.9,14.66694,training,720
v_ZmVy3gSaKv0,3163,105.63,29.9,29.84001,training,3152
v_u3B3M17akWU,859,35.90,23.9,23.62117,training,848
v_EBOT5e2xAoQ,2945,98.31,30.0,29.86471,training,2936
v_YotaXgC6Ee8,3312,110.53,30.0,29.81996,training,3296
v_MFlYmFZ7xlo,241,34.78,6.9,6.67050,training,232
v_rDGbxMgkt7w,5676,189.59,29.9,29.87499,training,5664
v_sY8TfKQHe5w,840,28.17,29.8,29.25098,training,824
v_ZIHD-3iWCrE,1733,57.91,29.9,29.70126,training,1720
v_afL6f_pwgMs,3623,120.93,30.0,29.83544,training,3608
v_lKCDcLEby-Y,3346,139.65,24.0,23.88829,training,3336
v_mGLCCohSA0A,4076,169.92,24.0,23.91714,training,4064
v_MyqWp3ipXxA,6563,219.08,30.0,29.90688,training,6552
v_jXZ6WVxXgLA,384,12.91,29.7,28.50503,training,368
v_AF6tasHTW-8,1740,72.68,23.9,23.77545,training,1728
v_1SdH6HFnOZA,3080,123.30,25.0,24.84996,training,3064
v_lb-TlBtrKcU,5118,204.82,25.0,24.91944,training,5104
v_BcflqWdlBjI,109,4.64,23.5,20.68966,training,96
v_KxWvKN_kGMY,2555,106.67,24.0,23.84925,training,2544
v_-xQvJmC2jhk,2847,95.09,29.9,29.78231,training,2832
v_DXG4djsPk7s,484,19.48,24.8,24.22998,training,472
v_2-xMWBQA7iM,2239,74.79,29.9,29.73660,training,2224
v_b1uGF3c3Vz4,2137,71.45,29.9,29.78307,training,2128
v_2zQk4ZEfzf4,1134,37.94,29.9,29.52030,training,1120
v_wIK83guBfM0,1108,44.42,24.9,24.67357,training,1096
v_t3UI2gjo8X8,1963,65.69,29.9,29.71533,training,1952
v_l5HNvNpRTpk,5166,172.46,30.0,29.87359,training,5152
v_k4a5XXRYKK4,1349,45.09,29.9,29.62963,training,1336
v_VEXswbPrwxE,2365,79.02,29.9,29.76462,training,2352
v_xdl0lyO9ub0,6651,222.05,30.0,29.90317,training,6640
v_V_rril47Z5Q,4935,164.82,29.9,29.85075,training,4920
v_kv8lsSjfguI,3608,120.51,29.9,29.80666,training,3592
v_Yr6Oyltj6Eo,1300,52.20,24.9,24.67433,training,1288
v_v13d7g_uUXM,5017,167.49,30.0,29.90029,training,5008
v_uzgIBU9arcU,732,25.33,28.9,28.42479,training,720
v_qXUdnj4VN80,3760,150.49,25.0,24.87873,training,3744
v_sz1772O9AUM,2266,90.84,24.9,24.83487,training,2256
v_FDIYymZEFi0,746,24.99,29.9,29.45178,training,736
v_XkWO7aqcC8Y,4622,154.32,30.0,29.86003,training,4608
